ACCELERATION,BRAKE,STEERING,SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17
0.230077200818,0.0,0.0106852817224,22.1561526145,0.0845844,-0.905015485299,5.49323,5.66465,6.29464,7.68112,10.8354,15.9141,21.3362,30.425,38.3239,46.0137,53.9433,62.3252,24.7659,19.073,13.1585,9.29901,7.56982,6.76363,6.5083
0.229961448413,0.0,0.0103025885224,22.1560875609,0.0857833,-0.899538008777,5.48602,5.65726,6.28675,7.67185,10.8229,15.8971,21.3144,30.1662,37.915,45.5144,53.3763,61.7032,24.7836,19.0884,13.1706,9.3083,7.57772,6.77092,6.5155
0.229961448413,0.0,0.0107803517224,22.1560145955,0.0869692,-0.893132340628,5.47888,5.65014,6.279,7.6627,10.8107,15.8807,21.2947,29.9067,37.5084,45.017,52.811,61.0828,24.8083,19.1027,13.1822,9.31741,7.58545,6.77807,6.52258
0.229961448413,0.0,0.0108168457224,22.1559679483,0.0881465,-0.886520407672,5.47174,5.64307,6.2713,7.65363,10.7987,15.8648,21.2748,29.645,37.1023,44.5207,52.2461,60.4624,24.8695,19.1167,13.1935,9.32631,7.59314,6.78516,6.52966
0.229845734838,0.0,0.0121673973224,22.1559762098,0.0893021,-0.880263708549,5.46484,5.63605,6.26367,7.64466,10.7869,15.8489,21.2553,29.3805,36.6963,44.0242,51.6809,59.8415,24.9803,19.131,13.205,9.33511,7.60077,6.79218,6.53656
0.229845734838,0.0,0.0104798521224,22.1559783365,0.0904663,-0.875662857454,5.45789,5.62903,6.25604,7.6356,10.7746,15.8316,21.2337,29.1116,36.2885,43.526,51.1135,59.2175,25.161,19.1465,13.217,9.34427,7.60846,6.79926,6.54352
0.229845734838,0.0,0.0100793873224,22.1559420696,0.0916262,-0.871130761295,5.45093,5.62189,6.24829,7.62632,10.7621,15.8143,21.2111,28.84,35.8805,43.0281,50.5461,58.593,25.4399,19.1618,13.2291,9.35344,7.61621,6.80634,6.55048
0.229614424153,0.0,0.0105595753224,22.1558969947,0.092773,-0.86490843964,5.44397,5.61493,6.24078,7.61752,10.7503,15.7984,21.1921,28.569,35.4757,42.5331,49.9813,57.9713,25.8778,19.1757,13.2402,9.36219,7.62368,6.81329,6.55737
0.229614424153,0.0,0.0101468729224,22.1558333376,0.0939156,-0.858095971456,5.43719,5.60809,6.23328,7.60873,10.7388,15.7831,21.1734,28.2974,35.0719,42.0396,49.4176,57.3503,26.641,19.1891,13.2511,9.37081,7.63108,6.82019,6.56421
0.229730060087,0.0,0.0106148521224,22.1557752035,0.0950452,-0.850933999016,5.43036,5.60126,6.22594,7.60017,10.7275,15.7683,21.1542,28.0236,34.6691,41.5469,48.8549,56.7297,66.3017,19.2017,13.2618,9.37923,7.63834,6.82697,6.57098
0.229730060087,0.0,0.0110936053224,22.1557755762,0.0961617,-0.843766296999,5.42365,5.59448,6.21873,7.59162,10.7163,15.7539,21.1189,27.7485,34.2669,41.0549,48.2924,56.109,65.5297,19.2141,13.2722,9.38757,7.64562,6.83374,6.5777
0.229730060087,0.0,0.00981611492242,22.1557765955,0.0972826,-0.837475220409,5.41693,5.58771,6.21136,7.58313,10.705,15.7387,21.0641,27.4703,33.8635,40.5624,47.7287,55.4868,64.7603,19.2276,13.283,9.39605,7.65286,6.84052,6.58435
0.229614424153,0.0,0.0115946853224,22.1558073051,0.0983774,-0.830593997289,5.41028,5.58112,6.20428,7.57471,10.694,15.7242,20.9947,27.1913,33.4616,40.0711,47.1662,54.8653,63.9981,19.24,13.2933,9.40422,7.66003,6.84714,6.59094
0.229730060087,0.0,0.0107588765224,22.1557644242,0.0994722,-0.824280002387,5.40375,5.57445,6.19707,7.56621,10.683,15.7091,20.9103,26.9097,33.0591,39.5793,46.603,54.2424,63.2393,19.253,13.304,9.41261,7.66723,6.85376,6.59753
0.229730060087,0.0,0.0103203045224,22.1556233929,0.100563,-0.818699393462,5.39716,5.56785,6.18985,7.5578,10.6716,15.6939,20.8131,26.6259,32.6564,39.0874,46.039,53.6184,62.4837,19.2665,13.3146,9.42087,7.67431,6.86032,6.60406
0.229498827029,0.0,0.0108629445224,22.1555722976,0.10164,-0.812265077423,5.39069,5.56132,6.18283,7.54948,10.6607,15.6794,20.7051,26.3415,32.255,38.5971,45.4765,52.9957,61.7351,19.2844,13.3251,9.42908,7.68136,6.86675,6.61053
0.229498827029,0.0,0.0112261245224,22.1554944224,0.102705,-0.805681792357,5.38434,5.55499,6.17596,7.54141,10.6502,15.6655,20.5872,26.0562,31.8544,38.1077,44.9146,52.3729,60.9916,19.3287,13.3349,9.43691,7.68811,6.87317,6.61688
0.22938326871,0.0,0.0100838325224,22.1554832352,0.103773,-0.799894918626,5.37793,5.54846,6.16895,7.53314,10.6391,15.6504,20.4584,25.7679,31.4529,37.6175,44.3515,51.7483,60.2505,19.4082,13.3454,9.44505,7.69513,6.87964,6.62323
0.229267749188,0.0,0.0108437325224,22.1554943741,0.104825,-0.79359238288,5.37152,5.54211,6.16205,7.52505,10.6285,15.6365,20.3218,25.4794,31.0523,37.1286,43.7894,51.1244,59.5153,19.5285,13.3552,9.45297,7.70203,6.88605,6.62958
0.229498827029,0.0,0.0100998285224,22.1554053432,0.105876,-0.786940342878,5.3653,5.53577,6.15521,7.51712,10.618,15.6227,20.1777,25.1895,30.6526,36.6407,43.2282,50.5007,58.7858,19.7007,13.3653,9.46083,7.70874,6.89233,6.63586
0.229267749188,0.0,0.0100549525224,22.1552952446,0.106919,-0.780104956382,5.35895,5.52948,6.14844,7.50915,10.6075,15.6091,20.0257,24.8982,30.2534,36.1536,42.6672,49.8769,58.0613,19.9435,13.3749,9.46866,7.71548,6.89862,6.64215
0.229152268456,0.0,0.0109127725224,22.1552148794,0.107945,-0.772541913487,5.35284,5.52332,6.14185,7.50147,10.5977,15.5961,19.8681,24.6069,29.8557,35.6684,42.1081,49.2544,57.3432,20.2836,13.384,9.47605,7.722,6.90472,6.64825
0.22903682651,0.0,0.0110705285224,22.1551423779,0.108961,-0.765517450918,5.34674,5.51721,6.13528,7.49384,10.5877,15.583,19.7034,24.314,29.458,35.1832,41.5488,48.6314,56.629,20.7584,13.3932,9.48357,7.7285,6.91083,6.6543
0.229152268456,0.0,0.00922018052242,22.1550650628,0.109987,-0.759552960271,5.34058,5.51099,6.12853,7.48594,10.5774,15.5584,19.5318,24.0189,29.0593,34.6973,40.9883,48.0063,55.917,21.4399,13.4029,9.49123,7.73516,6.91699,6.66052
0.229152268456,0.0,0.0114782525224,22.155039482,0.110982,-0.752207641338,5.33459,5.50494,6.12213,7.47849,10.5676,15.5209,19.3558,23.7239,28.6627,34.2137,40.4299,47.3832,55.2117,22.5767,13.412,9.49852,7.74147,6.92297,6.66644
0.229267749188,0.0,0.0102307285224,22.1550092641,0.111981,-0.745102964678,5.32861,5.49902,6.11574,7.471,10.5579,15.4702,19.1739,23.4274,28.266,33.7301,39.8716,46.7593,54.51,68.3002,13.421,9.50581,7.74793,6.92895,6.67242
0.229152268456,0.0,0.0101824405224,22.1550458348,0.112972,-0.738622812015,5.32257,5.49291,6.10918,7.46332,10.548,15.4069,18.9862,23.1289,27.8687,33.2464,39.3123,46.1341,53.811,67.166,13.4301,9.51322,7.75435,6.93498,6.67841
0.229152268456,0.0,0.0120410965224,22.1548666801,0.113936,-0.731237386036,5.31683,5.48722,6.103,7.4563,10.5389,15.3341,18.7951,22.8308,27.4732,32.7646,38.7551,45.5104,53.1177,66.0569,13.4386,9.52002,7.76037,6.94063,6.68414
0.22903682651,0.0,0.00979024052238,22.1547473672,0.114914,-0.725284354544,5.31091,5.48128,6.0965,7.44865,10.5288,15.2497,18.5977,22.5297,27.0761,32.2814,38.1958,44.8838,52.4251,64.9597,13.4479,9.52756,7.76681,6.94663,6.69006
0.228921423341,0.0,0.0107427445224,22.1546674407,0.115874,-0.71917089487,5.30518,5.47546,6.09039,7.44135,10.5193,15.1562,18.3973,22.2283,26.6798,31.7992,37.6373,44.2576,51.737,63.8828,13.457,9.53454,7.77289,6.95233,6.69574
0.228806058944,0.0,0.00979100452242,22.1546358758,0.116835,-0.712197998504,5.29938,5.46973,6.08417,7.4342,10.51,15.0547,18.1937,21.9261,26.2843,31.3182,37.0798,43.6321,51.0521,62.8256,13.4783,9.54155,7.77905,6.95801,6.70154
0.228575446437,0.0,0.0107426925224,22.1546848174,0.117778,-0.704640685186,5.2937,5.46405,6.07806,7.42714,10.501,14.9453,17.9871,21.6236,25.8899,30.8385,36.5234,43.007,50.3672,61.7864,13.5191,9.5483,7.78503,6.96368,6.70721
0.228575446437,0.0,0.0103926285224,22.154685147,0.118716,-0.697094831024,5.28809,5.45844,6.07208,7.4202,10.4921,14.8284,17.7773,21.3202,25.4956,30.3594,35.9671,42.3818,49.6815,60.7621,13.5819,9.55498,7.79089,6.96924,6.71277
0.228806058944,0.0,0.0111452765224,22.1544026083,0.119638,-0.690104745923,5.28259,5.45288,6.06616,7.41324,10.4832,14.7038,17.5641,21.0152,25.1012,29.8801,35.4104,41.7553,48.9936,59.7516,13.6706,9.56176,7.79681,6.97479,6.71832
0.228460198315,0.0,0.0103946405224,22.1543479962,0.120559,-0.68393399047,5.27704,5.44733,6.06018,7.40629,10.474,14.5721,17.3474,20.7088,24.7063,29.4006,34.8529,41.1275,48.3035,58.7534,13.7887,9.56846,7.80263,6.98029,6.72382
0.228344988939,0.0,0.0121508245224,22.1543035176,0.121454,-0.677883556153,5.27167,5.44196,6.05438,7.39948,10.464,14.4342,17.1277,20.4015,24.3117,28.9218,34.2959,40.4996,47.6125,57.7694,13.9407,9.575,7.80836,6.98566,6.72913
0.228460198315,0.0,0.00999817652241,22.1542445378,0.122362,-0.673099358564,5.26617,5.4364,6.04837,7.3924,10.4441,14.2894,16.9042,20.092,23.9161,28.4418,33.7371,39.8692,46.9179,56.7944,14.1345,9.58205,7.8144,6.99121,6.73468
0.228460198315,0.0,0.0108487645224,22.1542486632,0.123253,-0.668000034187,5.26086,5.43109,6.04251,7.38557,10.4143,14.1392,16.6785,19.7824,23.5214,27.9631,33.1792,39.2393,46.2232,55.8335,14.3728,9.58864,7.82021,6.99658,6.73993
0.228575446437,0.0,0.00999578852241,22.1542253186,0.124144,-0.661857926623,5.25549,5.42566,6.0367,7.37875,10.3757,13.9839,16.4506,19.4726,23.1275,27.4858,32.6228,38.6103,45.5289,54.8874,14.6571,9.59524,7.82581,7.00188,6.7453
0.228460198315,0.0,0.0109465205224,22.1542745384,0.125017,-0.655022540127,5.25018,5.42044,6.03113,7.37224,10.3284,13.8238,16.2206,19.1627,22.7345,27.0098,32.0674,37.9821,44.8345,53.9554,14.9978,9.60148,7.83136,7.00712,6.75061
0.228460198315,0.0,0.0103949725224,22.1540838783,0.125887,-0.648061102917,5.24506,5.41518,6.02556,7.36584,10.2727,13.6594,15.9882,18.852,22.3422,26.5344,31.5125,37.3535,44.1393,53.0358,15.4098,9.60821,7.83686,7.01226,6.75574
0.228344988939,0.0,0.0101423685224,22.1539184258,0.126751,-0.641128313595,5.23981,5.41003,6.02005,7.35938,10.2091,13.4907,15.7535,18.5407,21.9498,26.0596,30.9576,36.7244,43.4428,52.1275,15.9182,9.62463,7.84231,7.01743,6.76093
0.228114686395,0.0,0.0100895405224,22.1538290329,0.127607,-0.633530893232,5.23473,5.40491,6.01459,7.35315,10.138,13.3185,15.5165,18.229,21.558,25.5859,30.4037,36.0958,42.7461,51.2314,16.5548,9.65436,7.8476,7.02246,6.76605
0.227999593216,0.0,0.0122454085224,22.1537689009,0.128433,-0.625429270009,5.22974,5.39996,6.00934,7.3472,10.06,13.1428,15.2778,17.9172,21.1672,25.1134,29.8508,35.4674,42.0492,50.3471,17.3581,9.69816,7.85272,7.02734,6.771
0.227884538755,0.0,0.0100927205224,22.1537571169,0.129272,-0.619396024426,5.22467,5.3949,6.00391,7.33909,9.97436,12.9626,15.0356,17.6032,20.7749,24.6393,29.2957,34.8358,41.3479,49.4675,18.4477,9.75784,7.85809,7.03235,6.77606
0.227769523008,0.0,0.0110439485224,22.1537765107,0.130093,-0.613826874658,5.21973,5.38989,5.99854,7.32392,9.88223,12.7789,14.7913,17.2886,20.3825,24.1655,28.7407,34.2035,40.645,48.5967,20.1663,9.83401,7.86334,7.03729,6.78094
0.227999593216,0.0,0.0118987605224,22.1534644611,0.130897,-0.607868113588,5.21484,5.38507,5.99335,7.30162,9.78393,12.5919,14.5452,16.9736,19.991,23.6928,28.1864,33.5713,39.9414,47.736,134.9,9.92796,7.86847,7.04211,6.78583
0.227654545966,0.0,0.0101467205224,22.1533691436,0.13171,-0.603536552657,5.20996,5.38013,5.98798,7.27179,9.67904,12.4009,14.2962,16.6569,19.5983,23.2192,27.6307,32.9365,39.2344,46.882,136.118,10.042,7.87791,7.04706,6.79065
0.227424707977,0.0,0.00979344852241,22.1532773587,0.132518,-0.598752355068,5.2052,5.37531,5.98267,7.23523,9.56862,12.2072,14.0458,16.3404,19.2067,22.7471,27.0764,32.3027,38.5273,46.0395,137.309,10.1768,7.89771,7.05188,6.79547
0.227539607625,0.0,0.0101417925224,22.1531694044,0.133314,-0.591853943214,5.20038,5.37054,5.97634,7.19238,9.4531,12.0112,13.7944,16.0243,18.8167,22.2773,26.5245,31.6709,37.8218,45.2103,138.454,10.3299,7.92804,7.05658,6.80023
0.227654545966,0.0,0.00978897252241,22.1531052098,0.134105,-0.584033069311,5.19562,5.36578,5.96401,7.1432,9.33232,11.8125,13.5415,15.7081,18.4276,21.8087,25.9737,31.0397,37.116,44.3911,139.572,10.5025,7.96947,7.06128,6.80499
0.227539607625,0.0,0.0102382405224,22.1531369023,0.134883,-0.575679344658,5.19092,5.36115,5.94556,7.08777,9.20684,11.6109,13.2868,15.3914,18.0388,21.341,25.4236,30.4086,36.4093,43.5808,140.665,10.6965,8.02257,7.06601,6.80969
0.227654545966,0.0,0.00988641652241,22.1531238071,0.135656,-0.567255146196,5.18628,5.35657,5.92109,7.02636,9.07709,11.4065,13.0304,15.0742,17.6503,20.8739,24.8739,29.7771,35.7011,42.7784,141.743,10.914,8.0877,7.07672,6.81427
0.227884538755,0.0,0.0115416005224,22.1540981901,0.136404,-0.559125448041,5.18188,5.34937,5.89075,6.95919,8.94341,11.1995,12.7725,14.7566,17.262,20.4073,24.3244,29.1449,34.9912,41.9831,142.808,11.1574,8.16544,7.09642,6.81873
0.228460198315,0.0,0.00948894452241,22.1550155272,0.137164,-0.553319666703,5.17725,5.33614,5.85428,6.88585,8.80495,10.9889,12.5117,14.4369,16.8723,19.9393,23.7729,28.5095,34.2763,41.1909,143.887,11.4314,8.25705,7.12571,6.8233
0.22903682651,0.0,0.0115449645224,22.1555825045,0.137895,-0.547300172107,5.17285,5.3174,5.81229,6.80717,8.6629,10.776,12.2499,14.1171,16.4833,19.4723,23.2221,27.8741,33.5602,40.4028,144.95,11.7364,8.36184,7.16434,6.82771
0.229730060087,0.0,-0.0395039394776,22.1558359765,0.139126,-1.35568689821,5.16648,5.29296,5.76454,6.72293,8.51696,10.5604,11.9866,13.7966,16.0942,19.0056,22.6715,27.238,32.8423,39.6114,146.001,12.0726,8.47844,7.21274,6.83722
0.23321721731,0.0,-0.139857323478,22.1552230075,0.141346,-2.16381522036,5.15507,5.26448,5.71411,6.6383,8.37599,10.3556,11.7384,13.4962,15.7313,18.5723,22.162,26.6519,32.1841,38.8903,146.469,12.4182,8.59939,7.26777,6.85436
0.255752290482,0.0,-0.214514103478,22.1503638824,0.144295,-2.83493214495,5.13962,5.23487,5.66617,6.56187,8.25489,10.1836,11.5329,13.2508,15.4383,18.2278,21.7636,26.2023,31.6916,38.3674,145.367,12.7243,8.70974,7.3227,6.8766
0.283668938282,0.0,-0.262568923478,22.1458010453,0.147705,-3.32049095801,5.12115,5.20613,5.62387,6.4991,8.16162,10.056,11.3846,13.0783,15.238,18.0011,21.5132,25.9366,31.424,38.1151,142.203,12.9506,8.79823,7.37202,6.90114
0.302994291014,0.0,-0.294457775478,22.1433008731,0.151413,-3.6410837627,5.10036,5.1785,5.58682,6.44902,8.09294,9.96737,11.2863,12.9695,15.1193,17.8783,21.3943,25.835,31.3581,38.1066,137.344,13.0944,8.86453,7.41463,6.92649
0.310143618111,0.0,-0.317244683478,22.1427213765,0.155327,-3.82681949115,5.07776,5.15184,5.55407,6.40954,8.0444,9.91117,11.2293,12.913,15.0681,17.8417,21.3852,25.8713,31.4629,38.3052,131.251,13.1645,8.91115,7.44985,6.95195
0.312977687942,0.0,-0.333302999478,22.1423768748,0.159379,-3.90371615683,5.05381,5.12603,5.52487,6.37891,8.01239,9.88195,11.2063,12.8998,15.0732,17.8768,21.4685,26.0245,31.7126,38.709,124.338,13.1725,8.94099,7.47832,6.97717
0.316544486613,0.0,-0.345517519478,22.1414387978,0.16353,-3.89417640954,5.02881,5.10093,5.49939,6.35566,7.99393,9.87518,11.2116,12.9224,15.1258,17.9724,21.6302,26.2776,32.0866,39.3428,116.936,13.1309,8.957,7.50108,7.00206
0.322452525528,0.0,-0.351463187478,22.1398257668,0.167717,-3.81511396339,5.00325,5.07665,5.4777,6.33895,7.98714,9.88799,11.2415,12.9763,15.2198,18.1216,21.8611,26.619,32.5708,40.2467,109.291,13.0505,8.96138,7.5188,7.02642
0.32902107334,0.0,-0.352219139478,22.1381050318,0.171888,-3.67931150679,4.97751,5.05346,5.45965,6.32825,7.99093,9.91845,11.2935,13.0596,15.3516,18.3207,22.1549,27.0409,33.1575,41.4922,101.582,12.9407,8.95531,7.532,7.05013
0.332116681515,0.0,-0.349973191478,22.1370230053,0.176013,-3.50150551423,4.9519,5.03229,5.44495,6.32273,8.00463,9.96394,11.3642,13.1684,15.5158,18.5633,22.5048,27.5345,33.834,43.1867,93.9703,12.811,8.94086,7.54146,7.07281
0.334339677385,0.0,-0.343106575478,22.1361966977,0.180046,-3.2147573265,4.92658,5.01325,5.43316,6.32148,8.0267,10.0217,11.4501,13.2983,15.7067,18.8421,22.9026,28.0893,34.5859,45.5424,86.5865,12.6701,8.92033,7.548,7.09398
0.33612519927,0.0,-0.318949435478,22.1355565954,0.183815,-2.84185347512,4.90245,4.99634,5.42401,6.32382,8.05579,10.0895,11.5492,13.4457,15.9196,19.1512,23.3404,28.6951,35.4002,49.032,79.5159,12.5241,8.89544,7.55219,7.11364
0.329462120296,0.0,-0.292793039478,22.1366781629,0.187301,-2.46984916747,4.88021,4.9813,5.41684,6.32846,8.08948,10.1635,11.6575,13.6044,16.1477,19.4798,23.8046,29.3344,36.3372,55.2195,72.8476,12.3803,8.86859,7.55498,7.13195
0.319849782328,0.0,-0.267038275478,22.1385828661,0.190509,-2.11662641635,4.85989,4.96778,5.41086,6.33422,8.12487,10.2389,11.769,13.7664,16.3817,19.8144,24.2777,29.985,37.4634,150.641,66.6675,12.2457,8.84219,7.55732,7.14905
0.312267558835,0.0,-0.242489283478,22.1403076882,0.193452,-1.80042819795,4.84141,4.95536,5.40517,6.34022,8.15876,10.3116,11.8769,13.9229,16.6097,20.1412,24.7401,30.6243,38.8038,140.623,61.0431,12.1259,8.81853,7.56016,7.16506
0.305504895409,0.0,-0.219953487478,22.141902607,0.196151,-1.53255323999,4.82463,4.94367,5.39908,6.34529,8.18882,10.3782,11.9761,14.0672,16.8231,20.4498,25.1791,31.2336,40.391,131.685,55.9901,12.0237,8.79892,7.56408,7.18007
0.298565025275,0.0,-0.200442435478,22.1434954001,0.198637,-1.32015778534,4.80931,4.93233,5.39208,6.34842,8.21325,10.4359,12.0629,14.1953,17.0149,20.7308,25.5828,31.7977,42.3037,123.776,51.5026,11.9402,8.7842,7.56909,7.19417
0.291731056779,0.0,-0.184670627478,22.1449810968,0.200948,-1.16753901745,4.7952,4.92099,5.38433,6.34882,8.23065,10.4822,12.1342,14.3038,17.1796,20.9772,25.9418,32.3045,44.6779,116.822,47.5668,11.8756,8.77488,7.57523,7.20753
0.285402959922,0.0,-0.170845443478,22.1462571977,0.203104,-1.07618662659,4.78213,4.90945,5.37579,6.34612,8.24034,10.516,12.1883,14.3902,17.314,21.184,26.2498,32.7562,47.8351,110.735,44.162,11.8293,8.77105,7.58257,7.22019
0.279826076269,0.0,-0.160480403478,22.1473647446,0.20514,-1.04361970552,4.76987,4.89767,5.3663,6.34019,8.24289,10.537,12.2248,14.4541,17.4175,21.3503,26.5053,33.1952,52.9038,105.412,41.2656,11.7999,8.77248,7.59113,7.23232
0.274322319602,0.0,-0.155496843478,22.1483988137,0.20711,-1.06483633267,4.75807,4.886,5.3557,6.331,8.23882,10.5457,12.2451,14.4962,17.4924,21.4777,26.7103,33.6276,144.488,100.738,38.8343,11.7855,8.77891,7.60097,7.2442
0.270822581333,0.0,-0.152502579478,22.1489721452,0.209034,-1.11844799356,4.74661,4.87457,5.34422,6.31912,8.22929,10.544,12.2521,14.52,17.543,21.572,26.8729,34.0618,138.654,96.5975,36.8258,11.7831,8.78905,7.61179,7.25585
0.267993050689,0.0,-0.145380863478,22.1494124438,0.210871,-1.11630513141,4.73559,4.86332,5.33207,6.30521,8.21577,10.5347,12.2494,14.53,17.5754,21.6422,27.0036,34.515,133.373,92.8671,35.1571,11.7891,8.80156,7.62335,7.26686
0.263532256783,0.0,-0.138130943478,22.1502697214,0.21262,-1.14288464353,4.72513,4.85207,5.31922,6.28942,8.19887,10.5189,12.2387,14.5285,17.5926,21.6922,27.1079,34.9943,128.547,89.4772,33.7905,11.8016,8.81608,7.63569,7.27744
0.258870679659,0.0,-0.134266203478,22.1512128071,0.214315,-1.19664527344,4.71504,4.84064,5.3055,6.27182,8.17854,10.4969,12.2198,14.5157,17.5949,21.7222,27.1861,35.5043,124.13,86.3919,32.7021,11.8204,8.83269,7.64898,7.28778
0.255628078589,0.0,-0.136310263478,22.1519997507,0.216015,-1.27464201809,4.70497,4.82875,5.29068,6.25275,8.15476,10.4694,12.1934,14.4923,17.5832,21.7338,27.24,36.0564,120.069,83.572,31.8494,11.8452,8.85149,7.66345,7.29824
0.255503906921,0.0,-0.140170415478,22.1520777913,0.217738,-1.36748409922,4.69479,4.81645,5.27509,6.23294,8.12903,10.4391,12.1628,14.4632,17.5638,21.7353,27.2806,36.6877,116.263,80.9436,31.1506,11.8731,8.87152,7.67882,7.30891
0.256000834964,0.0,-0.146255639478,22.1520196368,0.219506,-1.46332847919,4.68435,4.80384,5.25908,6.21326,8.10328,10.4092,12.1325,14.4348,17.5449,21.7375,27.3223,37.4566,112.602,78.4242,30.5259,11.9006,8.89154,7.69454,7.31988
0.25699662316,0.0,-0.153068943478,22.1518511223,0.221326,-1.55266978818,4.6736,4.79105,5.2433,6.1945,8.07909,10.3826,12.1061,14.4122,17.5332,21.7497,27.3772,38.4554,109.009,75.9566,29.9231,11.9246,8.91046,7.70972,7.33116
0.258370043511,0.0,-0.158605283478,22.1515859918,0.223185,-1.62827729883,4.66259,4.77829,5.22851,6.17739,8.05786,10.3614,12.0868,14.3994,17.5341,21.7792,27.4552,39.8402,105.432,73.5011,29.3102,11.9427,8.92729,7.72389,7.34265
0.259246580877,0.0,-0.163863603478,22.1514589627,0.22508,-1.6867533714,4.65135,4.76562,5.21487,6.16222,8.04035,10.3468,12.0759,14.3984,17.5508,21.8299,27.5752,41.9019,101.853,71.0461,28.6789,11.9537,8.9416,7.73684,7.35428
0.260125098479,0.0,-0.168240411478,22.1513419257,0.227002,-1.72663123394,4.6399,4.75342,5.2025,6.14918,8.02736,10.3393,12.0742,14.4104,17.5852,21.9038,27.7579,45.5844,98.2706,68.5896,28.0301,11.9571,8.95313,7.74844,7.366
0.260753824678,0.0,-0.171029351478,22.1512499533,0.228935,-1.74930890347,4.62835,4.74204,5.19144,6.13829,8.0189,10.3389,12.082,14.4349,17.637,22.0014,28.0135,133.567,94.7046,66.1473,27.3747,11.9533,8.96173,7.75867,7.37767
0.261131546238,0.0,-0.170918751478,22.1511778296,0.23085,-1.70155860082,4.61677,4.73146,5.18159,6.12931,8.01452,10.3447,12.0987,14.4708,17.7046,22.1205,28.3531,128.563,91.1813,63.7374,26.7259,11.943,8.96742,7.76766,7.38889
0.26050221277,0.0,-0.163278239478,22.1513045068,0.232672,-1.62512603095,4.60567,4.72165,5.1728,6.1219,8.0135,10.3554,12.1225,14.5157,17.785,22.2571,28.789,123.663,87.735,61.3878,26.0998,11.9274,8.9707,7.77558,7.39949
0.257370708433,0.0,-0.158017139478,22.15194717,0.234425,-1.54940392875,4.595,4.71224,5.16444,6.11497,8.01377,10.3678,12.149,14.5638,17.8701,22.4005,29.3219,118.955,84.4311,59.1439,25.5246,11.9102,8.97303,7.7831,7.4097
0.255007622359,0.0,-0.153036387478,22.152469864,0.236112,-1.48360545556,4.58474,4.70307,5.15608,6.10804,8.01363,10.3795,12.1742,14.6098,17.9528,22.5408,29.9518,114.5,81.3147,57.0415,25.0171,11.8943,8.97555,7.79067,7.41956
0.254016982009,0.0,-0.149240567478,22.1527088285,0.237745,-1.43169547932,4.57484,4.69397,5.14746,6.10089,8.01228,10.3893,12.1965,14.6517,18.0296,22.6732,30.6976,110.317,78.3978,55.0877,24.5763,11.881,8.9788,7.79858,7.42917
0.253522625388,0.0,-0.146935523478,22.1528213199,0.239339,-1.39385161695,4.56521,4.68486,5.13849,6.09337,8.00951,10.3968,12.2153,14.6892,18.0997,22.797,31.5989,106.388,75.6681,53.2722,24.1922,11.8704,8.98289,7.80688,7.43859
0.253275687783,0.0,-0.145524735478,22.1528713844,0.240903,-1.36792527672,4.55577,4.67572,5.12925,6.0856,8.0056,10.4026,12.2314,14.7234,18.1646,22.9139,32.7155,102.683,73.1029,51.5794,23.851,11.862,8.98762,7.81527,7.44789
0.253275687783,0.0,-0.144208487478,22.1528563103,0.242438,-1.35095426683,4.54654,4.6666,5.12024,6.07784,8.00106,10.4075,12.246,14.7559,18.2269,23.0356,34.1793,99.1681,70.6785,49.9892,23.5402,11.8546,8.99265,7.82342,7.45704
0.252905582112,0.0,-0.143790299478,22.1529486716,0.243953,-1.34061237863,4.53743,4.65747,5.11155,6.0702,7.99627,10.4122,12.2598,14.7878,18.2886,23.1839,36.2592,95.8186,68.375,48.4877,23.2509,11.8479,8.99776,7.83132,7.4661
0.252782293725,0.0,-0.142968475478,22.1530373659,0.245444,-1.33441870486,4.52847,4.64853,5.10334,6.06295,7.99217,10.4176,12.2743,14.8206,18.3518,23.3667,39.9,92.6104,66.1758,47.0611,22.9752,11.8408,9.00264,7.83878,7.47502
0.252659045412,0.0,-0.144351807478,22.1530987053,0.246933,-1.33109554965,4.51952,4.63997,5.09548,6.05602,7.98884,10.4236,12.2901,14.8547,18.4171,23.5916,124.948,89.5291,64.0696,45.7028,22.7098,11.8333,9.00731,7.84593,7.48395
0.252905582112,0.0,-0.143129783478,22.1530681554,0.248394,-1.30674484335,4.51073,4.63198,5.08823,6.04974,7.98685,10.4312,12.3083,14.8917,18.4863,23.87,120.716,86.5602,62.0461,44.4025,22.4496,11.8247,9.0111,7.8525,7.49259
0.252412668984,0.0,-0.138388151478,22.1531907793,0.249792,-1.24826877078,4.50224,4.62445,5.08145,6.04399,7.98606,10.4403,12.3289,14.9313,18.5596,24.2135,116.628,83.697,60.1005,43.1563,22.194,11.8148,9.01401,7.85864,7.50079
